"ID","USERDATE","USERDATE2","MEDNAME","update_stamp"
"411","2012-12-03","","Dapsone","2013-02-21 09:35:12.0"
"412","2012-12-03","","Daptomycin","2013-02-21 09:35:12.0"
"413","2012-12-03","","Darvocet","2013-02-21 09:35:12.0"
"414","2012-12-03","","Darvon","2013-02-21 09:35:12.0"
"415","2012-12-03","","Darvon-n","2013-02-21 09:35:12.0"
"416","2012-12-03","","Dayquil","2013-02-21 09:35:12.0"
"417","2012-12-03","","Debrox","2013-02-21 09:35:12.0"
"418","2012-12-03","","Decadron","2013-02-21 09:35:12.0"
"419","2012-12-03","","Deconamine","2013-02-21 09:35:12.0"
"420","2012-12-03","","Deep heat rub","2013-02-21 09:35:12.0"
"421","2012-12-03","","Delsym","2013-02-21 09:35:12.0"
"422","2012-12-03","","Demadex","2013-02-21 09:35:12.0"
"423","2012-12-03","","Demerol","2013-02-21 09:35:12.0"
"424","2012-12-03","","Depakote","2013-02-21 09:35:12.0"
"425","2012-12-03","","Depakote er","2013-02-21 09:35:12.0"
"426","2012-12-03","","Depo-medrol","2013-02-21 09:35:12.0"
"427","2012-12-03","","Depo-testosterone","2013-02-21 09:35:12.0"
"428","2012-12-03","","Depomedrol","2013-02-21 09:35:12.0"
"429","2012-12-03","","Dermazene","2013-02-21 09:35:12.0"
"430","2012-12-03","","Desipramine","2013-02-21 09:35:12.0"
"431","2012-12-03","","Desitin","2013-02-21 09:35:12.0"
"432","2012-12-03","","Desmopressin","2013-02-21 09:35:12.0"
"433","2012-12-03","","Desonide","2013-02-21 09:35:12.0"
"434","2012-12-03","","Desoximetasone","2013-02-21 09:35:12.0"
"435","2012-12-03","","Desyrel","2013-02-21 09:35:12.0"
"436","2012-12-03","","Detox","2013-02-21 09:35:12.0"
"437","2012-12-03","","Detrol","2013-02-21 09:35:12.0"
"438","2012-12-03","","Detrol la","2013-02-21 09:35:12.0"
"439","2012-12-03","","Dexamethasone","2013-02-21 09:35:12.0"
"440","2012-12-03","","Dexchlorpheniramine","2013-02-21 09:35:12.0"
"441","2012-12-03","","Dextrol","2013-02-21 09:35:12.0"
"442","2012-12-03","","Dha","2013-02-21 09:35:12.0"
"443","2012-12-03","","Dhea","2013-02-21 09:35:12.0"
"444","2012-12-03","","Diavan","2013-02-21 09:35:12.0"
"445","2012-12-03","","Diazepam","2013-02-21 09:35:12.0"
"446","2012-12-03","","Diazepan","2013-02-21 09:35:12.0"
"447","2012-12-03","","Diazide","2013-02-21 09:35:12.0"
"448","2012-12-03","","Dicetel","2013-02-21 09:35:12.0"
"449","2012-12-03","","Diclofenac","2013-02-21 09:35:12.0"
"450","2012-12-03","","Diclofenac sodium","2013-02-21 09:35:12.0"
"451","2012-12-03","","Dicloxacillin","2013-02-21 09:35:12.0"
"452","2012-12-03","","Dicyclomine","2013-02-21 09:35:12.0"
"453","2012-12-03","","Dicyclomine hcl","2013-02-21 09:35:12.0"
"454","2012-12-03","","Didrocal","2013-02-21 09:35:12.0"
"455","2012-12-03","","Diflunisal","2013-02-21 09:35:12.0"
"456","2012-12-03","","Digest","2013-02-21 09:35:12.0"
"457","2012-12-03","","Digitek","2013-02-21 09:35:12.0"
"458","2012-12-03","","Digoxin","2013-02-21 09:35:12.0"
"459","2012-12-03","","Dilantin","2013-02-21 09:35:12.0"
"460","2012-12-03","","Dilaudid","2013-02-21 09:35:12.0"
"461","2012-12-03","","Diltia","2013-02-21 09:35:12.0"
"462","2012-12-03","","Diltiazem","2013-02-21 09:35:12.0"
"463","2012-12-03","","Diltiazem er","2013-02-21 09:35:12.0"
"464","2012-12-03","","Diltiazem hydrochloride","2013-02-21 09:35:12.0"
"465","2012-12-03","","Diltiazem xr","2013-02-21 09:35:12.0"
"466","2012-12-03","","Dimenhydrinate","2013-02-21 09:35:12.0"
"467","2012-12-03","","Dimetapp","2013-02-21 09:35:12.0"
"468","2012-12-03","","Diovan","2013-02-21 09:35:12.0"
"469","2012-12-03","","Diovan hct","2013-02-21 09:35:12.0"
"470","2012-12-03","","Diphenhydramine","2013-02-21 09:35:12.0"
"471","2012-12-03","","Diphenoxylateatropine","2013-02-21 09:35:12.0"
"472","2012-12-03","","Diprivan","2013-02-21 09:35:12.0"
"473","2012-12-03","","Dipyridamole","2013-02-21 09:35:12.0"
"474","2012-12-03","","Ditropan","2013-02-21 09:35:12.0"
"475","2012-12-03","","Ditropan xl","2013-02-21 09:35:12.0"
"476","2012-12-03","","Divalproex","2013-02-21 09:35:12.0"
"477","2012-12-03","","Divigel","2013-02-21 09:35:12.0"
"478","2012-12-03","","Dmsa","2013-02-21 09:35:12.0"
"479","2012-12-03","","Docusate sodium","2013-02-21 09:35:12.0"
"480","2012-12-03","","Domperidone","2013-02-21 09:35:12.0"
"481","2012-12-03","","Donepezil","2013-02-21 09:35:12.0"
"482","2012-12-03","","Dopamine","2013-02-21 09:35:12.0"
"483","2012-12-03","","Doryx","2013-02-21 09:35:12.0"
"484","2012-12-03","","Dorzolamide","2013-02-21 09:35:12.0"
"485","2012-12-03","","Doxazosin","2013-02-21 09:35:12.0"
"486","2012-12-03","","Doxazosin mesylate","2013-02-21 09:35:12.0"
"487","2012-12-03","","Doxepin","2013-02-21 09:35:12.0"
"488","2012-12-03","","Doxicycline","2013-02-21 09:35:12.0"
"489","2012-12-03","","Doxycillin","2013-02-21 09:35:12.0"
"490","2012-12-03","","Doxycycline","2013-02-21 09:35:12.0"
"491","2012-12-03","","Doxycycline hyclate","2013-02-21 09:35:12.0"
"492","2012-12-03","","Doxylamine","2013-02-21 09:35:12.0"
"493","2012-12-03","","Dramamine","2013-02-21 09:35:12.0"
"494","2012-12-03","","Drixoral","2013-02-21 09:35:12.0"
"495","2012-12-03","","Droxidopa","2013-02-21 09:35:12.0"
"496","2012-12-03","","Dulcolax","2013-02-21 09:35:12.0"
"497","2012-12-03","","Duoneb","2013-02-21 09:35:12.0"
"498","2012-12-03","","Dutasteride","2013-02-21 09:35:12.0"
"499","2012-12-03","","Dyazide","2013-02-21 09:35:12.0"
"500","2012-12-03","","Dynacirc","2013-02-21 09:35:12.0"
"501","2012-12-03","","Dynacirc cr","2013-02-21 09:35:12.0"
"502","2012-12-03","","Dyrenium","2013-02-21 09:35:12.0"
"503","2012-12-03","","Echinacea","2013-02-21 09:35:12.0"
"504","2012-12-03","","Econopred","2013-02-21 09:35:12.0"
"505","2012-12-03","","Econopred plus","2013-02-21 09:35:12.0"
"506","2012-12-03","","Ecotrin","2013-02-21 09:35:12.0"
"507","2012-12-03","","Edecrin","2013-02-21 09:35:12.0"
"508","2012-12-03","","Effexor","2013-02-21 09:35:12.0"
"509","2012-12-03","","Effexor xr","2013-02-21 09:35:12.0"
"510","2012-12-03","","Efudex","2013-02-21 09:35:12.0"
"511","2012-12-03","","Elavil","2013-02-21 09:35:12.0"
"512","2012-12-03","","Eldepryl","2013-02-21 09:35:12.0"
"513","2012-12-03","","Elidel","2013-02-21 09:35:12.0"
"514","2012-12-03","","Elmiron","2013-02-21 09:35:12.0"
"515","2012-12-03","","Eltroxin","2013-02-21 09:35:12.0"
"516","2012-12-03","","Enablex","2013-02-21 09:35:12.0"
"517","2012-12-03","","Enalapril","2013-02-21 09:35:12.0"
"518","2012-12-03","","Enalapril hct","2013-02-21 09:35:12.0"
"519","2012-12-03","","Enapril","2013-02-21 09:35:12.0"
"520","2012-12-03","","Enbrel","2013-02-21 09:35:12.0"
"521","2012-12-03","","Endal hd","2013-02-21 09:35:12.0"
"522","2012-12-03","","Endocet","2013-02-21 09:35:12.0"
"523","2012-12-03","","Enema","2013-02-21 09:35:12.0"
"524","2012-12-03","","Ensure","2013-02-21 09:35:12.0"
"525","2012-12-03","","Enteric aspirin","2013-02-21 09:35:12.0"
"526","2012-12-03","","Entex pse","2013-02-21 09:35:12.0"
"527","2012-12-03","","Entocort","2013-02-21 09:35:12.0"
"528","2012-12-03","","Entocort ec","2013-02-21 09:35:12.0"
"529","2012-12-03","","Epa","2013-02-21 09:35:12.0"
"530","2012-12-03","","Epinephrine","2013-02-21 09:35:12.0"
"531","2012-12-03","","Epipen","2013-02-21 09:35:12.0"
"532","2012-12-03","","Epival","2013-02-21 09:35:12.0"
"533","2012-12-03","","Epoetin alfa","2013-02-21 09:35:12.0"
"534","2012-12-03","","Epogen","2013-02-21 09:35:12.0"
"535","2012-12-03","","Equate","2013-02-21 09:35:12.0"
"536","2012-12-03","","Ergocalciferol","2013-02-21 09:35:12.0"
"537","2012-12-03","","Ergoloid mesylate","2013-02-21 09:35:12.0"
"538","2012-12-03","","Ery-tab","2013-02-21 09:35:12.0"
"539","2012-12-03","","Erytab","2013-02-21 09:35:12.0"
"540","2012-12-03","","Erythromycin","2013-02-21 09:35:12.0"
"541","2012-12-03","","Escitalopram oxalate","2013-02-21 09:35:12.0"
"542","2012-12-03","","Esomeprazole","2013-02-21 09:35:12.0"
"543","2012-12-03","","Ester c","2013-02-21 09:35:12.0"
"544","2012-12-03","","Estrace","2013-02-21 09:35:12.0"
"545","2012-12-03","","Estraderm","2013-02-21 09:35:12.0"
"546","2012-12-03","","Estradiol","2013-02-21 09:35:12.0"
"547","2012-12-03","","Estratest","2013-02-21 09:35:12.0"
"548","2012-12-03","","Estratest hs","2013-02-21 09:35:12.0"
"549","2012-12-03","","Estring","2013-02-21 09:35:12.0"
"550","2012-12-03","","Estropipate","2013-02-21 09:35:12.0"
"551","2012-12-03","","Ethambutol","2013-02-21 09:35:12.0"
"552","2012-12-03","","Etodolac","2013-02-21 09:35:12.0"
"553","2012-12-03","","Eucerin","2013-02-21 09:35:12.0"
"554","2012-12-03","","Evening primrose oil","2013-02-21 09:35:12.0"
"555","2012-12-03","","Evista","2013-02-21 09:35:12.0"
"556","2012-12-03","","Evoxac","2013-02-21 09:35:12.0"
"557","2012-12-03","","Ex-lax","2013-02-21 09:35:12.0"
"558","2012-12-03","","Excedrin","2013-02-21 09:35:12.0"
"559","2012-12-03","","Excedrin migraine","2013-02-21 09:35:12.0"
"560","2012-12-03","","Exelon","2013-02-21 09:35:12.0"
"561","2012-12-03","","Exforge","2013-02-21 09:35:12.0"
"562","2012-12-03","","Exlax","2013-02-21 09:35:12.0"
"563","2012-12-03","","Eye drops","2013-02-21 09:35:12.0"
"564","2012-12-03","","Ezetimibe","2013-02-21 09:35:12.0"
"565","2012-12-03","","Ezetrol","2013-02-21 09:35:12.0"
"566","2012-12-03","","Factive","2013-02-21 09:35:12.0"
"567","2012-12-03","","Famciclovir","2013-02-21 09:35:12.0"
"568","2012-12-03","","Famotidine","2013-02-21 09:35:12.0"
"569","2012-12-03","","Famvir","2013-02-21 09:35:12.0"
"570","2012-12-03","","Faslodex","2013-02-21 09:35:12.0"
"571","2012-12-03","","Feldene","2013-02-21 09:35:12.0"
"572","2012-12-03","","Felodipine","2013-02-21 09:35:12.0"
"573","2012-12-03","","Felodipine er","2013-02-21 09:35:12.0"
"574","2012-12-03","","Femara","2013-02-21 09:35:12.0"
"575","2012-12-03","","Femhrt","2013-02-21 09:35:12.0"
"576","2012-12-03","","Fenesin","2013-02-21 09:35:12.0"
"577","2012-12-03","","Fennel","2013-02-21 09:35:12.0"
"578","2012-12-03","","Fenofibrate","2013-02-21 09:35:12.0"
"579","2012-12-03","","Fentanyl","2013-02-21 09:35:12.0"
"580","2012-12-03","","Feosol","2013-02-21 09:35:12.0"
"581","2012-12-03","","Fergon","2013-02-21 09:35:12.0"
"582","2012-12-03","","Ferosol","2013-02-21 09:35:12.0"
"583","2012-12-03","","Ferrex","2013-02-21 09:35:12.0"
"584","2012-12-03","","Ferrous fumarate","2013-02-21 09:35:12.0"
"585","2012-12-03","","Ferrous gluconate","2013-02-21 09:35:12.0"
"586","2012-12-03","","Ferrous sulfate","2013-02-21 09:35:12.0"
"587","2012-12-03","","Feverfew","2013-02-21 09:35:12.0"
"588","2012-12-03","","Fexofenadine","2013-02-21 09:35:12.0"
"589","2012-12-03","","Fiber","2013-02-21 09:35:12.0"
"590","2012-12-03","","Fibercon","2013-02-21 09:35:12.0"
"591","2012-12-03","","Finasteride","2013-02-21 09:35:12.0"
"592","2012-12-03","","Fioricet","2013-02-21 09:35:12.0"
"593","2012-12-03","","Fiorinal","2013-02-21 09:35:12.0"
"594","2012-12-03","","Fish oil","2013-02-21 09:35:12.0"
"595","2012-12-03","","Flagyl","2013-02-21 09:35:12.0"
"596","2012-12-03","","Flarex","2013-02-21 09:35:12.0"
"597","2012-12-03","","Flaxseed oil","2013-02-21 09:35:12.0"
"598","2012-12-03","","Flecainide","2013-02-21 09:35:12.0"
"599","2012-12-03","","Fleet enema","2013-02-21 09:35:12.0"
"600","2012-12-03","","Flexeril","2013-02-21 09:35:12.0"
"601","2012-12-03","","Flomax","2013-02-21 09:35:12.0"
"602","2012-12-03","","Flonase","2013-02-21 09:35:12.0"
"603","2012-12-03","","Florastor","2013-02-21 09:35:12.0"
"604","2012-12-03","","Florinef","2013-02-21 09:35:12.0"
"605","2012-12-03","","Flovent","2013-02-21 09:35:12.0"
"606","2012-12-03","","Flovent hfa","2013-02-21 09:35:12.0"
"607","2012-12-03","","Floxin otic","2013-02-21 09:35:12.0"
"608","2012-12-03","","Flu","2013-02-21 09:35:12.0"
"609","2012-12-03","","Fluarix","2013-02-21 09:35:12.0"
"610","2012-12-03","","Fluconazole","2013-02-21 09:35:12.0"
"611","2012-12-03","","Fludrocortisone","2013-02-21 09:35:12.0"
"612","2012-12-03","","Flunisolide","2013-02-21 09:35:12.0"
"613","2012-12-03","","Fluocinolone acetonide","2013-02-21 09:35:12.0"
"614","2012-12-03","","Fluocinonide","2013-02-21 09:35:12.0"
"615","2012-12-03","","Fluoroplex","2013-02-21 09:35:12.0"
"616","2012-12-03","","Fluorouracil","2013-02-21 09:35:12.0"
"617","2012-12-03","","Fluoxetine","2013-02-21 09:35:12.0"
"618","2012-12-03","","Fluoxetine hcl","2013-02-21 09:35:12.0"
"619","2012-12-03","","Fluphenazine","2013-02-21 09:35:12.0"
"620","2012-12-03","","Flurbiprofen","2013-02-21 09:35:12.0"
"621","2012-12-03","","Fluticasone","2013-02-21 09:35:12.0"
"622","2012-12-03","","Fluvastatin","2013-02-21 09:35:12.0"
"623","2012-12-03","","Fluvoxamine","2013-02-21 09:35:12.0"
"624","2012-12-03","","Fluzone","2013-02-21 09:35:12.0"
"625","2012-12-03","","Folate","2013-02-21 09:35:12.0"
"626","2012-12-03","","Folbee","2013-02-21 09:35:12.0"
"627","2012-12-03","","Folbic","2013-02-21 09:35:12.0"
"628","2012-12-03","","Folgard","2013-02-21 09:35:12.0"
"629","2012-12-03","","Folgard rx","2013-02-21 09:35:12.0"
"630","2012-12-03","","Folic acid","2013-02-21 09:35:12.0"
"631","2012-12-03","","Foltx","2013-02-21 09:35:12.0"
"632","2012-12-03","","Fondaparinux sodium","2013-02-21 09:35:12.0"
"633","2012-12-03","","Foradil","2013-02-21 09:35:12.0"
"634","2012-12-03","","Formoterol fumarate","2013-02-21 09:35:12.0"
"635","2012-12-03","","Fortaz","2013-02-21 09:35:12.0"
"636","2012-12-03","","Forteo","2013-02-21 09:35:12.0"
"637","2012-12-03","","Fortical","2013-02-21 09:35:12.0"
"638","2012-12-03","","Fosamax","2013-02-21 09:35:12.0"
"639","2012-12-03","","Fosamax plus d","2013-02-21 09:35:12.0"
"640","2012-12-03","","Fosinopril","2013-02-21 09:35:12.0"
"641","2012-12-03","","Fosinopril sodium","2013-02-21 09:35:12.0"
"642","2012-12-03","","Fragmin","2013-02-21 09:35:12.0"
"643","2012-12-03","","Furosemide","2013-02-21 09:35:12.0"
"644","2012-12-03","","Gabapentin","2013-02-21 09:35:12.0"
"645","2012-12-03","","Galantamine","2013-02-21 09:35:12.0"
"646","2012-12-03","","Garlic","2013-02-21 09:35:12.0"
"647","2012-12-03","","Gas x","2013-02-21 09:35:12.0"
"648","2012-12-03","","Gatifloxacin","2013-02-21 09:35:12.0"
"649","2012-12-03","","Gaviscon","2013-02-21 09:35:12.0"
"650","2012-12-03","","Gelatin","2013-02-21 09:35:12.0"
"651","2012-12-03","","Gelusil","2013-02-21 09:35:12.0"
"652","2012-12-03","","Gemfibrozil","2013-02-21 09:35:12.0"
"653","2012-12-03","","Gen-minocycline","2013-02-21 09:35:12.0"
"654","2012-12-03","","Gentamicin","2013-02-21 09:35:12.0"
"655","2012-12-03","","Gentamycin","2013-02-21 09:35:12.0"
"656","2012-12-03","","Geritol","2013-02-21 09:35:12.0"
"657","2012-12-03","","Ginger","2013-02-21 09:35:12.0"
"658","2012-12-03","","Ginkgo biloba","2013-02-21 09:35:12.0"
"659","2012-12-03","","Ginkgold","2013-02-21 09:35:12.0"
"660","2012-12-03","","Ginkoba","2013-02-21 09:35:12.0"
"661","2012-12-03","","Ginseng","2013-02-21 09:35:12.0"
"662","2012-12-03","","Gleevec","2013-02-21 09:35:12.0"
"663","2012-12-03","","Glimepiride","2013-02-21 09:35:12.0"
"664","2012-12-03","","Glipizide","2013-02-21 09:35:12.0"
"665","2012-12-03","","Glipizide er","2013-02-21 09:35:12.0"
"666","2012-12-03","","Glipizide xl","2013-02-21 09:35:12.0"
"667","2012-12-03","","Glucagon","2013-02-21 09:35:12.0"
"668","2012-12-03","","Glucerna","2013-02-21 09:35:12.0"
"669","2012-12-03","","Glucophage","2013-02-21 09:35:12.0"
"670","2012-12-03","","Glucophage xr","2013-02-21 09:35:12.0"
"671","2012-12-03","","Glucosamine","2013-02-21 09:35:12.0"
"672","2012-12-03","","Glucosamine & chondroitin","2013-02-21 09:35:12.0"
"673","2012-12-03","","Glucosaminemsm","2013-02-21 09:35:12.0"
"674","2012-12-03","","Glucosaminemsm complex","2013-02-21 09:35:12.0"
"675","2012-12-03","","Glucose","2013-02-21 09:35:12.0"
"676","2012-12-03","","Glucotrol","2013-02-21 09:35:12.0"
"677","2012-12-03","","Glucotrol xl","2013-02-21 09:35:12.0"
"678","2012-12-03","","Glucovance","2013-02-21 09:35:12.0"
"679","2012-12-03","","Glyburide","2013-02-21 09:35:12.0"
"680","2012-12-03","","Glyburidemetformin","2013-02-21 09:35:12.0"
"681","2012-12-03","","Glycolax","2013-02-21 09:35:12.0"
"682","2012-12-03","","Glycopyrrolate","2013-02-21 09:35:12.0"
"683","2012-12-03","","Glyset","2013-02-21 09:35:12.0"
"684","2012-12-03","","Grape seed","2013-02-21 09:35:12.0"
"685","2012-12-03","","Grape seed extract","2013-02-21 09:35:12.0"
"686","2012-12-03","","Gravol","2013-02-21 09:35:12.0"
"687","2012-12-03","","Guaifenesin","2013-02-21 09:35:12.0"
"688","2012-12-03","","Guaifenesindextromethorphan","2013-02-21 09:35:12.0"
"689","2012-12-03","","Guiatuss","2013-02-21 09:35:12.0"
"690","2012-12-03","","Halcion","2013-02-21 09:35:12.0"
"691","2012-12-03","","Haldol","2013-02-21 09:35:12.0"
"692","2012-12-03","","Halfprin","2013-02-21 09:35:12.0"
"693","2012-12-03","","Halobetasol propionate","2013-02-21 09:35:12.0"
"694","2012-12-03","","Haloperidol","2013-02-21 09:35:12.0"
"695","2012-12-03","","Hawthorn","2013-02-21 09:35:12.0"
"696","2012-12-03","","Heart","2013-02-21 09:35:12.0"
"697","2012-12-03","","Hemocyte","2013-02-21 09:35:12.0"
"698","2012-12-03","","Heparin","2013-02-21 09:35:12.0"
"699","2012-12-03","","Herbal laxative","2013-02-21 09:35:12.0"
"700","2012-12-03","","Hespan","2013-02-21 09:35:12.0"
"701","2012-12-03","","Humalog","2013-02-21 09:35:12.0"
"702","2012-12-03","","Humalog insulin","2013-02-21 09:35:12.0"
"703","2012-12-03","","Humira","2013-02-21 09:35:12.0"
"704","2012-12-03","","Humulin 7030","2013-02-21 09:35:12.0"
"705","2012-12-03","","Hyalgan","2013-02-21 09:35:12.0"
"706","2012-12-03","","Hyalgin","2013-02-21 09:35:12.0"
"707","2012-12-03","","Hyaluronic acid","2013-02-21 09:35:12.0"
"708","2012-12-03","","Hycodan","2013-02-21 09:35:12.0"
"709","2012-12-03","","Hydralazine","2013-02-21 09:35:12.0"
"710","2012-12-03","","Hydralazine hcl","2013-02-21 09:35:12.0"
"711","2012-12-03","","Hydrea","2013-02-21 09:35:12.0"
"712","2012-12-03","","Hydrochlorothiazide","2013-02-21 09:35:12.0"
"713","2012-12-03","","Hydrochlorothiazide wtriamterene","2013-02-21 09:35:12.0"
"714","2012-12-03","","Hydrocodone","2013-02-21 09:35:12.0"
"715","2012-12-03","","Hydrocodone bitartrate","2013-02-21 09:35:12.0"
"716","2012-12-03","","Hydrocodoneacetaminophen","2013-02-21 09:35:12.0"
"717","2012-12-03","","Hydrocortisone","2013-02-21 09:35:12.0"
"718","2012-12-03","","Hydrocortisone valerate","2013-02-21 09:35:12.0"
"719","2012-12-03","","Hydrodiuril","2013-02-21 09:35:12.0"
"720","2012-12-03","","Hydrogen peroxide","2013-02-21 09:35:12.0"
"721","2012-12-03","","Hydromorphone","2013-02-21 09:35:12.0"
"722","2012-12-03","","Hydroxychloroquine","2013-02-21 09:35:12.0"
"723","2012-12-03","","Hydroxyurea","2013-02-21 09:35:12.0"
"724","2012-12-03","","Hydroxyzine","2013-02-21 09:35:12.0"
"725","2012-12-03","","Hyoscyamine","2013-02-21 09:35:12.0"
"726","2012-12-03","","Hyoscyamine sulfate","2013-02-21 09:35:12.0"
"727","2012-12-03","","Hypo tears","2013-02-21 09:35:12.0"
"728","2012-12-03","","Hypromellose","2013-02-21 09:35:12.0"
"729","2012-12-03","","Hytrin","2013-02-21 09:35:12.0"
"730","2012-12-03","","Hyzaar","2013-02-21 09:35:12.0"
"731","2012-12-03","","Ibuprofen","2013-02-21 09:35:12.0"
"732","2012-12-03","","Icaps","2013-02-21 09:35:12.0"
"733","2012-12-03","","Imdur","2013-02-21 09:35:12.0"
"734","2012-12-03","","Imipramine","2013-02-21 09:35:12.0"
"735","2012-12-03","","Imitrex","2013-02-21 09:35:12.0"
"736","2012-12-03","","Imodium","2013-02-21 09:35:12.0"
"737","2012-12-03","","Imodium a-d","2013-02-21 09:35:12.0"
"738","2012-12-03","","Imuran","2013-02-21 09:35:12.0"
"739","2012-12-03","","Indapamide","2013-02-21 09:35:12.0"
"740","2012-12-03","","Inderal","2013-02-21 09:35:12.0"
"741","2012-12-03","","Inderal la","2013-02-21 09:35:12.0"
"742","2012-12-03","","Indocin","2013-02-21 09:35:12.0"
"743","2012-12-03","","Indomethacin","2013-02-21 09:35:12.0"
"744","2012-12-03","","Influenza vaccine","2013-02-21 09:35:12.0"
"745","2012-12-03","","Inhibace plus","2013-02-21 09:35:12.0"
"746","2012-12-03","","Innopran xl","2013-02-21 09:35:12.0"
"747","2012-12-03","","Inositol","2013-02-21 09:35:12.0"
"748","2012-12-03","","Inspra","2013-02-21 09:35:12.0"
"749","2012-12-03","","Insulin","2013-02-21 09:35:12.0"
"750","2012-12-03","","Insulin humalog","2013-02-21 09:35:12.0"
"751","2012-12-03","","Insulin lantus","2013-02-21 09:35:12.0"
"752","2012-12-03","","Insulin nph","2013-02-21 09:35:12.0"
"753","2012-12-03","","Intal","2013-02-21 09:35:12.0"
"754","2012-12-03","","Interferon","2013-02-21 09:35:12.0"
"755","2012-12-03","","Ipratropium","2013-02-21 09:35:12.0"
"756","2012-12-03","","Irbesartan","2013-02-21 09:35:12.0"
"757","2012-12-03","","Iron","2013-02-21 09:35:12.0"
"758","2012-12-03","","Iron sulfate","2013-02-21 09:35:12.0"
"759","2012-12-03","","Isordil","2013-02-21 09:35:12.0"
"760","2012-12-03","","Isosorb mono","2013-02-21 09:35:12.0"
"761","2012-12-03","","Isosorbid","2013-02-21 09:35:12.0"
"762","2012-12-03","","Isosorbide","2013-02-21 09:35:12.0"
"763","2012-12-03","","Isosorbide dinitrate","2013-02-21 09:35:12.0"
"764","2012-12-03","","Isosorbide mononitrate","2013-02-21 09:35:12.0"
"765","2012-12-03","","Isoxsuprine","2013-02-21 09:35:12.0"
"766","2012-12-03","","Isradipine","2013-02-21 09:35:12.0"
"767","2012-12-03","","Istalol","2013-02-21 09:35:12.0"
"768","2012-12-03","","Itraconazole","2013-02-21 09:35:12.0"
"769","2012-12-03","","Jantoven","2013-02-21 09:35:12.0"
"770","2012-12-03","","Januvia","2013-02-21 09:35:12.0"
"771","2012-12-03","","Juice plus","2013-02-21 09:35:12.0"
"772","2012-12-03","","K-dur","2013-02-21 09:35:12.0"
"773","2012-12-03","","Kadian","2013-02-21 09:35:12.0"
"774","2012-12-03","","Kaopectate","2013-02-21 09:35:12.0"
"775","2012-12-03","","Kcl","2013-02-21 09:35:12.0"
"776","2012-12-03","","Keflex","2013-02-21 09:35:12.0"
"777","2012-12-03","","Kenalog","2013-02-21 09:35:12.0"
"778","2012-12-03","","Keppra","2013-02-21 09:35:12.0"
"779","2012-12-03","","Ketoconazole","2013-02-21 09:35:12.0"
"780","2012-12-03","","Ketoprofen","2013-02-21 09:35:12.0"
"781","2012-12-03","","Ketorolac","2013-02-21 09:35:12.0"
"782","2012-12-03","","Ketorolac tromethamine","2013-02-21 09:35:12.0"
"783","2012-12-03","","Klaron","2013-02-21 09:35:12.0"
"784","2012-12-03","","Klonopin","2013-02-21 09:35:12.0"
"785","2012-12-03","","Klor-con","2013-02-21 09:35:12.0"
"786","2012-12-03","","Klor-con m20","2013-02-21 09:35:12.0"
"787","2012-12-03","","Konsyl","2013-02-21 09:35:12.0"
"788","2012-12-03","","L-arginine","2013-02-21 09:35:12.0"
"789","2012-12-03","","L-carnitine","2013-02-21 09:35:12.0"
"790","2012-12-03","","L-glutamine","2013-02-21 09:35:12.0"
"791","2012-12-03","","L-lysine","2013-02-21 09:35:12.0"
"792","2012-12-03","","L-thyroxine","2013-02-21 09:35:12.0"
"793","2012-12-03","","L-tyrosine","2013-02-21 09:35:12.0"
"794","2012-12-03","","Labetalol","2013-02-21 09:35:12.0"
"795","2012-12-03","","Lactaid","2013-02-21 09:35:12.0"
"796","2012-12-03","","Lactated ringers","2013-02-21 09:35:12.0"
"797","2012-12-03","","Lactulose","2013-02-21 09:35:12.0"
"798","2012-12-03","","Lamictal","2013-02-21 09:35:12.0"
"799","2012-12-03","","Lamisil","2013-02-21 09:35:12.0"
"800","2012-12-03","","Lamotrigine","2013-02-21 09:35:12.0"
"801","2012-12-03","","Lanoxin","2013-02-21 09:35:12.0"
"802","2012-12-03","","Lansoprazole","2013-02-21 09:35:12.0"
"803","2012-12-03","","Lantus","2013-02-21 09:35:12.0"
"804","2012-12-03","","Lasix","2013-02-21 09:35:12.0"
"805","2012-12-03","","Lecithin","2013-02-21 09:35:12.0"
"806","2012-12-03","","Leflunomide","2013-02-21 09:35:12.0"
"807","2012-12-03","","Legatrin pm","2013-02-21 09:35:12.0"
"808","2012-12-03","","Lescol","2013-02-21 09:35:12.0"
"809","2012-12-03","","Lescol xl","2013-02-21 09:35:12.0"
"810","2012-12-03","","Leukeran","2013-02-21 09:35:12.0"
"811","2012-12-03","","Levaquin","2013-02-21 09:35:12.0"
"812","2012-12-03","","Levetiracetam","2013-02-21 09:35:12.0"
"813","2012-12-03","","Levitra","2013-02-21 09:35:12.0"
"814","2012-12-03","","Levobunolol","2013-02-21 09:35:12.0"
"815","2012-12-03","","Levocarnitine","2013-02-21 09:35:12.0"
"816","2012-12-03","","Levofloxacin","2013-02-21 09:35:12.0"
"817","2012-12-03","","Levoquin","2013-02-21 09:35:12.0"
"818","2012-12-03","","Levosalbutamol","2013-02-21 09:35:12.0"
"819","2012-12-03","","Levothroid","2013-02-21 09:35:12.0"
"820","2012-12-03","","Levothyroxine","2013-02-21 09:35:12.0"
"821","2012-12-03","","Levoxyl","2013-02-21 09:35:12.0"
"822","2012-12-03","","Levsin","2013-02-21 09:35:12.0"
